Product,Brand,Type,Revenue,Gross Profit,CMGR,Period,%Total Revenue,% Variation from Average,%Total Gross Profit
FLAXSEED MEAL / 453G,Bob's Red Mill,Cereal,447.0,58.2,7.3578362471175,35.0,0.040838467893346574,-61.53016324446754,0.022652327039477282
FLORE TRICOLORE ( FROZEN ),Ardo,Frozen fruits,108.5,21.9,3.200827973420961,22.0,0.009912692989772043,-90.66224320363474,0.008523813782896092
FLOUR & YEAST MIX ( GLUTEN FREE ),Schar,Flour,578.0,120.0,14.393223778797882,22.0,0.052806788461642766,-50.25600526913251,0.04670582894737584
FOREST HONEY ( SPANISH ),El Brezal,Honey,70.0,15.0,0.0,20.0,0.00639528579985293,-93.97564077653854,0.00583822861842198
FRENCH GREEN BEANS,NGS,Fresh vegetables,112.5,22.5,0.0,20.0,0.01027813789262078,-90.31799410515123,0.00875734292763297
FRENCH PARSLEY,NGS,Fresh vegetables,183.75,48.75,8.802034293038496,21.0,0.016787625224613942,-84.18605703841367,0.018974243009871435
FRESH GINGER,Kheir Misr,Fresh vegetables,1421.12,294.67,14.96889446026275,37.0,0.12983526508409995,22.30481970922215,0.11469005513269366
FRESH GINGER ( IMPORTED ),NGS,Fresh vegetables,1325.5,330.7,17.86604924737498,20.0,0.12109930468150085,14.075545009973803,0.12871348027414325
FRESH GINGER / 250G,NGS,Fresh Produce,369.46,85.26,8.559602350497798,41.0,0.033754318451623765,-68.2034320185704,0.033184491467110534
FRESH ROSEMARY / 250G,NGS,Fresh Produce,52.91,12.22,2.9164885748411473,41.0,0.004833922452431694,-95.44644504980934,0.004756210247807773
FRUIT & SPICE OAT BISCUITS,Nairn's,Snacks,61.0,12.92,3.355778300702772,21.0,0.005573034768443268,-94.75020124812644,0.005028660916667466
FUSILLI ( GLUTEN FREE ),Schar,Pasta,1159.0,265.5,14.998678716161141,24.0,0.1058876606004221,-0.25382371440238566,0.10333664654606906
GALIA MELON / 1 KG,NGS,Fresh Produce,20.8,4.8,0.0,41.0,0.0019003134948134422,-98.20990468788574,0.0018682331578950336
GARLIC ( CHEMICAL FREE ),NGS,Chemical free vegetables,502.25,109.85,17.76820527673415,22.0,0.04588617561394478,-56.775222571664024,0.0427552942489103
GARLIC PASTE,Smith & Jones,Paste,371.0,104.35,7.1438006716390445,19.0,0.03389501473922053,-68.07089611565426,0.04061461042215558
GENMAI MISO ( SOYBEAN&BROWNRICE ) - ORGANIC / 345G,"Eden Foods, Inc.",Food supplements,414.5,54.5,4.572100942864288,36.0,0.037869228057700564,-64.32718716964607,0.021212230646933193
GINGER PASTE,Smith & Jones,Paste,410.6,113.17,15.587938391850953,21.0,0.03751291927742305,-64.66283004066749,0.0440474888497877
GINGER SODA,Old Style,Soda,153.0,41.66,12.255468753452426,21.0,0.013978267533964263,-86.83247198300568,0.01621470694956398
GLOYER BISCOTTIS / DEFAULT,NGS,Cookies,25.0,5.0,0.0,21.0,0.002284030642804618,-97.84844313447806,0.00194607620614066
GLUTEN FREE CHOCOLATE CAKE MIX / 453G,Bob's Red Mill,Gluten free baking,618.75,101.25,7.658799161160457,35.0,0.056529758409414294,-46.74896757833173,0.039408043174348366
GLUTEN FREE CINNAMON RAISIN BREAD / 623G,Bob's Red Mill,Gluten free baking,199.0,26.2,4.161601065058385,34.0,0.01818088391672476,-82.87360735044528,0.01019743932017706
GLUTEN FREE CORN FLAKES,Schar,Cereal,170.1,44.1,2.8113826656066543,25.0,0.015540544493642621,-85.36080708698864,0.017164392138160622
GLUTEN FREE PIZZA CRUST / 453G,Bob's Red Mill,Gluten free baking,828.5,133.25,8.428073369219579,37.0,0.07569277550254504,-28.69740547660257,0.05186293089364859
GLUTEN FREE ROLLED OATS / 907G,Bob's Red Mill,Cereal,3158.5,522.25,8.904927351176939,37.0,0.28856443141193544,171.82769439004318,0.20326765973139194
GNOCCHI DI PATATE,NGS,Ricenpasta,25.5,5.2,3.059554475200943,23.0,0.0023297112556607104,-97.80541199716761,0.0020239192543862867
"GOAT, SHEEP, AND COW MIXED CHEESE",NGS,cheese,720.0,144.0,5.624144060229286,16.0,0.065780082512773,-38.03516227296783,0.05604699473685101
GOATS MILK SOAP,Nefertari,Cosmetics,70.0,18.0,4.161601065058385,17.0,0.00639528579985293,-93.97564077653854,0.007005874342106376
GOJI BERRIES,Alara,Dried fruits,2820.6,615.17,19.75493133546451,21.0,0.2576934732437882,142.7472517956485,0.23943353994630995
GOLDEN FLAXSEED MEAL / 453G,Bob's Red Mill,Grains,2570.09,437.99,11.654767688382073,37.0,0.23480657259062884,121.18779138037239,0.17047238350550953
GOLDEN FLAXSEED MEAL / 453G,Bob's Red Mill,Super foods,834.1,115.9,5.644506130448468,41.0,0.07620439836653328,-28.21545673872565,0.0451100464583405
GOLDEN FLAXSEEDS,Bob's Red Mill,Super foods,481.8,66.0,4.24557437610249,41.0,0.0440178385481306,-58.53519608766098,0.025688205921056712
GOLDEN FLAXSEEDS / 680G,Bob's Red Mill,Cereal,696.0,91.2,7.781390781997133,37.0,0.06358741309568057,-40.100656863868906,0.03549643000000564
GOLDEN ONIONS,Kheir Misr,Fresh vegetables,667.03,171.55,10.840776132550545,37.0,0.06094067838679858,-42.59388095963575,0.06676987463268605
GOLDEN ONIONS,NGS,Fresh Produce,76.3,16.1,4.860553871080464,41.0,0.006970861521839694,-93.43344844642701,0.006266365383772926
GOLDEN RAISINS / 250G,NGS,Dried Fruits & Nuts,88.8,22.88,2.4823836843301583,40.0,0.008112876843242004,-92.35767001366604,0.008905244719299661
GOLDEN RAISINS / 250G,NGS,Dried fruits,1169.6775,300.5775,13.414539560288885,37.0,0.10686317008796395,0.66510622286204,0.11698934417024885
GOOSEBERRIES,NGS,Fresh fruits,45.0,11.0,8.83984007303873,19.0,0.004111255157048312,-96.1271976420605,0.004281367653509452
GOTU KOLA POWDER,"Starwest Botanicals,Inc.",Herbal pharmacy,156.0,21.0,3.38516372166493,33.0,0.014252351211100817,-86.57428515914303,0.008173520065790772
GRANOLA CINNAMON RAISIN / 340G,Bob's Red Mill,Grains & Cereal,637.56,83.16,6.6483995167995635,41.0,0.058248263065060486,-45.130136192713024,0.032367139460531456
GRANOLA HONEY ALMOND / 340G,Bob's Red Mill,Grains & Cereal,186.32,24.32,0.0,38.0,0.017022423574694256,-83.96487699263801,0.00946571466666817
GRANOLA HONEY OAT / 340G,Bob's Red Mill,Grains & Cereal,455.4,59.4,4.00352254764329,41.0,0.04160590218932892,-60.80724013765216,0.023119385328951043
GRANOLA NATURAL,Bob's Red Mill,Grains & Cereal,409.86,53.46,1.5185600026323742,39.0,0.03744531197039603,-64.72651612388694,0.020807446796055937
GRANOLA WITH FRUITS AND SEEDS ( GLUTEN FREE ),Alara,Cereal,1824.0,459.0,5.119376930098896,20.0,0.16664287569902494,56.977588908481486,0.1786497957237126
GRAPE FRUIT,Kheir Misr,Fresh fruits,775.3,153.62,10.264897052592637,36.0,0.07083235829465681,-33.275918486433284,0.05979124535746564
GRAPEFRUIT / 1 KG,NGS,Fresh Produce,196.33,45.24,6.7397174460575915,41.0,0.017936949444073227,-83.10339362368302,0.01760809751316069
GRAPES (COLORED),Kheir Misr,Fresh vegetables,119.4,19.32,6.528973657764547,37.0,0.010908530350034857,-89.72416441026716,0.007519638460527511
GREEN APPLES ( FRENCH ) -IMPORTED,NGS,Fresh fruits,1757.45,391.28,17.674581977069835,20.0,0.16056278612787903,51.250144532462066,0.15229213958774349
GREEN ASPARAGUS,NGS,Fresh vegetables,367.25,102.25,3.6997423488627668,21.0,0.03355241014279984,-68.39362964548256,0.0397972584155765
GREEN ASPARAGUS (JUMBO),NGS,Fresh vegetables,368.0,80.5,3.57478841941532,21.0,0.03362093106208398,-68.3290829395169,0.03133182691886462
GREEN ASPARAGUS / 500G,NGS,Fresh Produce,877.5,202.5,3.7366006639914184,41.0,0.0801694755624421,-24.480354020179544,0.07881608634869673
GREEN ASPARAGUS / DEFAULT,NGS,Fresh vegetables,1941.0,305.76,5.158567013004656,34.0,0.17733213910735054,67.04687503912422,0.11900645215791364
GREEN BEANS,Kheir Misr,Fresh vegetables,1588.95,281.7,10.949454336184283,37.0,0.1451684195953759,36.74865125884412,0.1096419334539648
GREEN BEANS ( CHEMICAL FREE ),NGS,Chemical free vegetables,894.0,188.25,9.419674039012715,21.0,0.08167693578669315,-23.060326488935058,0.07326976916119585
GREEN BEANS ( CHEMICAL FREE ),NGS,Fresh vegetables,362.0,78.16,10.404538909435779,20.0,0.03307276370781087,-68.84545658724217,0.0304210632543908
GREEN BEANS (FRENCH),NGS,Fresh vegetables,760.0,160.0,4.606453263988053,19.0,0.06943453154126039,-34.59267128813271,0.06227443859650112
GREEN BEANS / 500G,NGS,Fresh Produce,87.84,20.34,2.715764707645074,41.0,0.008025170066558306,-92.44028979730209,0.007916638006580205
GREEN CABBAGE,Kheir Misr,Fresh vegetables,208.94,44.51,8.05240791113393,37.0,0.019089014500303876,-82.01814834071374,0.017323970387064156
GREEN CHILI PEPPER,Kheir Misr,Fresh vegetables,82.0,13.12,8.396860485953074,36.0,0.0074916205083991475,-92.942893481088,0.005106503964913092
GREEN CURLY LETTUCE,NGS,Fresh vegetables,70.0,20.0,13.646366638572482,18.0,0.00639528579985293,-93.97564077653854,0.00778430482456264
GREEN GRAPES,NGS,Fresh vegetables,1421.64,236.96,12.796424167404187,34.0,0.1298827729214703,22.34957209202502,0.09222844356141816
GREEN ICE BERG LETTUCE,NGS,Fresh vegetables,101.25,21.87,7.107548307291456,32.0,0.009250324103358703,-91.28619469463611,0.008512137325659247
GREEN ICEBERG LETTUCE,NGS,Fresh vegetables,849.5,179.1,20.139299828651147,22.0,0.07761136124250093,-26.89009770956413,0.06970844970395844
GREEN KALE ( AQUAPONIC ),Bustan,Aquaponic vegetables,39.0,9.0,0.0,20.0,0.0035630878027752043,-96.64357128978577,0.003502937171053188
GREEN ONION ( CHEMICAL FREE ),NGS,Fresh vegetables,304.5,93.42,9.21955933868064,22.0,0.027819493229360247,-73.79403737794266,0.03636048783553209
GREEN ONIONS ( CHEMICAL FREE ),NGS,Fresh vegetables,18.0,4.56,9.05077326652577,16.0,0.001644502062819325,-98.4508790568242,0.0017748215000002818
GREEN SPLIT PEAS / 793G,Bob's Red Mill,Grains,219.0,30.0,5.579679890834166,33.0,0.020008108430968456,-81.15236185802772,0.01167645723684396
GREEN TEA & CUCUMBER FACIAL MILK,Healing Herbs,Cosmetics,140.0,28.0,0.0,13.0,0.01279057159970586,-87.95128155307708,0.010898026754387696
GREEN TEA & LEMON GRASS BODY SCRUB,Healing Herbs,Cosmetics,130.0,24.0,4.161601065058385,17.0,0.011876959342584014,-88.81190429928587,0.009341165789475168
GREEN TEA / 300G,NGS,Tea,458.5,83.1,7.918948071534504,36.0,0.041889121989036694,-60.54044708632744,0.03234378654605777
GREEN TEA BLUEBERRY JUICE,Berry company,Juices,124.0,32.0,6.504108943996267,22.0,0.011328791988310905,-89.32827794701113,0.012454887719300225
GUAVA,Kheir Misr,Fresh fruits,271.6,56.11,8.109410121788653,36.0,0.024813708903429373,-76.62548621296952,0.021838867185310487
GUILTLESS OATMEAL COOKIE MIX,Signature,Baking mix,204.75,4.75,9.932400727846712,16.0,0.01870621096456982,-82.37874927137523,0.001848772395833627
HACHO MISO (SOYBEAN) - ORGANIC / 345G,"Eden Foods, Inc.",Food supplements,608.3,72.8,5.717201531604577,35.0,0.05557503360072196,-47.648318348119915,0.02833486956140801
HAIR CONDITIONER,Nefertari,Cosmetics,263.0,60.0,10.567082348120028,19.0,0.024028002362304582,-77.36562177470908,0.02335291447368792
HAIR SAHMPOO,Nefertari,Cosmetics,117.0,30.0,2.1569600815111167,19.0,0.010689263408325612,-89.93071386935728,0.01167645723684396
HALF SHELL MUSSELS,sea world,Frozen,67.5,13.5,0.0,21.0,0.006166882735572469,-94.19079646309073,0.0052544057565797825
HAMBURGER (CHEMICAL FREE) - FROZEN,NGS,Chemical free beef,5488.0,1882.4,12.474628451073677,19.0,0.5013904067084698,372.30976311937854,0.7326587700878356
HAMBURGER / 1KG,Kheir Misr,Fresh Beef & Poultry,567.2,136.56,1.4892783335739734,40.0,0.05182008722395118,-51.185477835037986,0.053151233342113705
HAMBURGER / 1KG,NGS,Fresh Beef & Poultry,2499.0,574.0,10.085867415017425,37.0,0.22831170305474963,115.06962427757415,0.22340954846494776
HERBAL FILTER,NGS,Accessories,75.0,31.25,2.731615561940104,34.0,0.006852091928413854,-93.54532940343415,0.012162976288379125
HERBAL TEA POT,NGS,Accessories,327.0,48.6,5.178282528034672,32.0,0.029875120807884403,-71.8576361989729,0.018915860723687217
HIGH GRADE BEE POLLEN DUST / 300G,NGS,Super foods,522.0,88.5,2.715764707645074,41.0,0.047690559821760424,-55.075492647901676,0.03444554884868968
HOMEMADE BREAD MIX ( GLUTEN FREE ) / 453G,Bob's Red Mill,Flour,3401.65,595.35,11.853962695054342,37.0,0.31077891344385317,192.7537364641097,0.2317192938651684
HONEY ALMOND GRANOLA / 340G,Bob's Red Mill,Cereal,420.75,56.25,6.293507041105428,36.0,0.03844023571840172,-63.78929795326558,0.021893357319082426
HONEY BISCUITS ( GLUTEN FREE ),Schar,Cookies,912.3,166.7,10.674564428145139,20.0,0.08334884621722612,-21.485386863372998,0.06488218071272961
HONEY MOON MIX,NGS,Nuts,1618.5,489.36,11.750208188524347,24.0,0.14786814381517097,39.29179147389106,0.19046637044739867
HONEY NUT BROWN RICE CAKES / 269G,Lundberg Family Farms,Snacks,402.0,56.4,5.103048414282219,36.0,0.03672721273629826,-65.40296560240705,0.021951739605266644
HONEY OAT GRANOLA / 340G,Bob's Red Mill,Cereal,1763.0,302.75,6.430711153469693,36.0,0.16106984093058166,51.72779015660793,0.11783491428181697
HONEY SPOON,NGS,Accessories,27.0,13.5,3.8317832532147156,40.0,0.0024667530942289874,-97.6763185852363,0.0052544057565797825
HONEY SPOON,NGS,Honey,231.0,121.5,10.672717986833003,36.0,0.02110444313951467,-80.11961456257718,0.04728965180921804
HORNY GOAT POWDER,"Starwest Botanicals,Inc.",Herbs,42.0,6.0,0.0,25.0,0.0038371714799117582,-96.38538446592312,0.002335291447368792
HOT DOG,NGS,Bread&Bakry,2.5,2.5,0.0,28.0,0.0002284030642804618,-99.7848443134478,0.00097303810307033
HULL LESS BARLEY / 737G,Bob's Red Mill,Grains,344.5,52.0,7.6036375458145455,35.0,0.03147394225784764,-70.35154639310753,0.020239192543862864
HURGHADA DELIVERY FEE,Freight,General,595.0,595.0,7.15463204007305,41.0,0.05435992929874991,-48.79294660057758,0.23158306853073854
HUROM SLOW JUICER,Hurom,Accessories,8550.0,1557.0,3.1681116530724474,13.0,0.7811384798391794,635.8324480085071,0.6060081305922015
ICE BERG LETTUCE - CHEMICAL FREE / PER PIECE,Kheir Misr,Chemical free produce,10.4,2.4,0.0,39.0,0.0009501567474067211,-99.10495234394286,0.0009341165789475168
INSTANT WAKAME FLAKES (FOR MISO SOUP) / 30G,"Eden Foods, Inc.",Japanese cuisine,331.6,43.6,3.9259226031843397,36.0,0.030295382446160455,-71.46174973571685,0.016969784517546556
ITALIAN BASIL,Kheir Misr,Fresh vegetables,465.099741,73.869741,13.355200178777782,37.0,0.042492082416179654,-59.972458363958765,0.028751229062774636
ITALIAN BASIL,NGS,Fresh vegetables,1289.0,357.0,22.079405619686867,22.0,0.1177646199430061,10.934271986311757,0.13894984111844313
ITALIAN BASIL / 250G,NGS,Fresh Produce,195.12,45.0,6.248178619322098,41.0,0.017826402360961485,-83.20752897597428,0.01751468585526594
JOJOBA OIL,Nefertari,Cosmetics,371.0,52.97,10.78445976218012,19.0,0.03389501473922053,-68.07089611565426,0.020616731327854153
KAKA,Kheir Misr,Fresh vegetables,54.0,9.0,5.103048414282219,36.0,0.004933506188457975,-95.35263717047259,0.003502937171053188
KALE / DEFAULT,NGS,Fresh vegetables,9203.0,2063.0,18.45732200353849,21.0,0.840797360229236,692.0311133359404,0.8029510426536364
KAVA KAVA ROOT POWDER,"Starwest Botanicals,Inc.",Herbal pharmacy,235.0,32.5,4.997971594092743,33.0,0.02146988804236341,-79.77536546409367,0.01264949533991429
KELP POWDER,"Starwest Botanicals,Inc.",Herbal pharmacy,224.0,35.0,5.554060733297872,36.0,0.02046491455952938,-80.72205048492333,0.01362253344298462
KIWI,Kheir Misr,Fresh fruits,2042.31,416.12,15.308955151452185,37.0,0.18658794488425198,75.76584408096537,0.1619602461798503
KIWI,NGS,Fresh Produce,179.82,34.02,5.505283194763044,41.0,0.016428575607565058,-84.52428177767372,0.013241102506581053
KIWI,NGS,Fresh fruits,1426.0,509.7,16.787665575565814,20.0,0.13028110786557542,22.724803609372042,0.19838300845397888
KOFTA / 1KG,Kheir Misr,Fresh Beef & Poultry,2213.4,556.14,8.73633114662702,41.0,0.20221893699134966,90.49023864585139,0.21645816425661335
LARGE EUROPEAN LEMON / 500G,NGS,Fresh Produce,8.14,1.88,0.0,41.0,0.0007436803772971837,-99.29945308458605,0.0007317246535088882
LEEK ( CHEMICAL FREE ),NGS,Chemical free vegetables,41.0,13.0,12.621427383550499,22.0,0.0037458102541995737,-96.47144674054401,0.005059798135965716
LEEKS / 500G,NGS,Fresh Produce,27.1,6.25,0.0,41.0,0.002475889216800206,-97.6677123577742,0.002432595257675825
LEMON,NGS,Fresh vegetables,752.0,125.15,8.599943996251813,34.0,0.06870364173556291,-35.28116948509974,0.04871028743970072
LEMON GRASS,Kheir Misr,Fresh vegetables,428.3,92.88,7.123201961955394,36.0,0.039130012972528716,-63.13952777987795,0.0361503116052689
LEMON GRASS,NGS,Fresh vegetables,133.25,40.25,11.356670312795325,22.0,0.012173883326148615,-88.53220190676801,0.01566591345943231
LEMON LIME,Old Style,Soda,68.1,17.4,8.427805278606314,20.0,0.006221699470999779,-94.13915909831822,0.006772345197369496
LEMON SKY TEA,Ronnefeldt,Herbal Drinks,37.5,-2.5,0.0,22.0,0.003426045964206927,-96.77266470171708,-0.00097303810307033
LEMONGRASS / 500G,NGS,Fresh Produce,170.66,39.34,6.6483995167995635,41.0,0.015591706780041445,-85.31261221320096,0.015311727589914715
LENTILS / 765G,Bob's Red Mill,Grains,328.5,45.0,4.266499180467975,36.0,0.03001216264645268,-71.72854278704158,0.01751468585526594
LIME,Kheir Misr,Fresh fruits,627.35,120.65,13.084049253452989,36.0,0.05731546495053909,-46.00883201659218,0.04695881885417413
LIME ( CHEMICAL FREE ),NGS,Chemical free vegetables,1458.75,312.22,12.243573208247183,21.0,0.13327318800764945,25.5433431032058,0.1215207826162474
LIME ( CHEMICAL FREE ),NGS,Fresh vegetables,624.45,103.68,9.208142026457434,20.0,0.057050517395973756,-46.25841261299272,0.04035383621053273
LINGOBERRIES ( FROZEN ) ( CRANBERRY ),Ardo,Frozen fruits,990.0,202.06,9.943497676697177,22.0,0.09044761345506287,-14.798348125330769,0.07864483164255635
LIQUID SOAP WITH TEA TREE OIL / 226G,"Tea Tree Therapy, Inc.",Cosmetics,810.0,190.0,6.567271872909353,24.0,0.07400259282686962,-30.28955755708881,0.07395089583334508
LOLLA BIONDA,NGS,Fresh vegetables,19.0,4.0,0.0,20.0,0.0017358632885315097,-98.36481678220332,0.001556860964912528
LOLLA ROSSA,Kheir Misr,Fresh vegetables,1581.29,295.34,13.694012375590026,37.0,0.1444685926064206,36.089414235248185,0.1149508293443165
LOLLA ROSSA,NGS,Fresh vegetables,1141.3,336.3,22.775913157149642,22.0,0.10427056690531643,-1.7771259751919304,0.1308930856250208
LOLLA ROSSA / 500G,NGS,Fresh Produce,195.36,45.12,3.9000221005793145,41.0,0.01784832905513241,-83.18687403006527,0.017561391684213317
LOLLO BIONDA,Kheir Misr,Fresh vegetables,1062.92797,193.79797,7.3689403958827615,36.0,0.09711040218296431,-8.52200114364762,0.07542912364307229
LOLLO BIONDA / 500G,NGS,Fresh Produce,81.4,18.8,4.00352254764329,41.0,0.007436803772971837,-92.99453084586052,0.0073172465350888815
LOW FAT RICE MILK / 946ML,Pacific Natural Foods,Milk,4201.4,736.2,14.1002450059998,37.0,0.3838450537071728,261.5820405921569,0.28654026059215076
LOW SODIUM SALT,Tropical Heat,Spices,442.0,167.0,12.44140102207294,22.0,0.040381661764785644,-61.960474617571926,0.06499894528509804
MACA ROOT POWDER,"Starwest Botanicals,Inc.",Herbs,294.0,42.0,6.074020838233807,33.0,0.02686020035938231,-74.69769126146187,0.016347040131581544
MALT GRAIN MINI FRENCH,NGS,Bread&Bakry,6.0,6.0,0.0,28.0,0.0005481673542731084,-99.48362635227474,0.002335291447368792
MANDERINE,Kheir Misr,Fresh vegetables,143.75,28.75,7.064678341095898,37.0,0.013133176196126554,-87.6285480232488,0.011189938185308796
MANGO (HINDI SENARA),NGS,Fresh Produce,150.0,60.0,1.0188177345910487,40.0,0.013704183856827708,-87.0906588068683,0.02335291447368792
MANGO ALFONSE ( CHEMICAL FREE ),NGS,Fresh fruits,348.0,80.0,15.739406167556936,17.0,0.031793706547840285,-70.05032843193446,0.03113721929825056
MANGO SEDEEK ( CHEMICAL FREE ),NGS,Fresh fruits,75.0,15.0,6.67581171328453,17.0,0.006852091928413854,-93.54532940343415,0.00583822861842198
MANGO ZEBDEYA ( CHEMICAL FREE ),NGS,Fresh fruits,152.0,32.0,13.011578342932983,17.0,0.013886906308252078,-86.91853425762655,0.012454887719300225
MARBLE CAKE ( GLUTEN FREE ),NGS,Crackers,352.0,44.0,12.301678744993016,16.0,0.032159151450689025,-69.70607933345094,0.017125470614037807
MARJORAM,Kheir Misr,Fresh vegetables,103.81,33.81,5.495628986525647,35.0,0.009484208841181896,-91.06587527160666,0.013159367305923143
MARJORAM,NGS,Fresh vegetables,34.25,7.25,0.43746451602764136,21.0,0.003129121980642327,-97.05236709423494,0.002821810498903957
MARJORAM ( CHEMICAL FREE ),NGS,Herbs,39.0,9.0,7.107548307291456,16.0,0.0035630878027752043,-96.64357128978577,0.003502937171053188
MARJORAM / 250G,NGS,Fresh Produce,20.35,4.7,4.00352254764329,41.0,0.0018592009432429593,-98.24863271146513,0.0018293116337722204
MARSHMALLOW ROOT POWDER,"Starwest Botanicals,Inc.",Herbs,117.0,17.1,3.38516372166493,33.0,0.010689263408325612,-89.93071386935728,0.006655580625001058
MEAT TENDERISER,Tropical Heat,Spices,103.5,27.0,10.930213762284623,20.0,0.009455886861211118,-91.09255457673913,0.010508811513159565
MEDJOUL DATES,NGS,Dried fruits,1213.2,338.7,16.205255322104286,24.0,0.1108394390340225,4.410751570049206,0.13182720220396832
MELON,Kheir Misr,Fresh fruits,2523.26,420.06,13.605523043822654,37.0,0.23052812639052725,117.15749505987667,0.16349375423028914
MELON,NGS,Fresh fruits,571.75,128.75,25.333251832105617,20.0,0.052235780800941614,-50.79389448551299,0.050111462308121996
MESCLUN,NGS,Fresh vegetables,1124.55,309.55,20.452871861167754,22.0,0.10274026637463733,-3.218669075091637,0.12048157792216826
MESCLUN (A MIX OF SALAD GREENS),Kheir Misr,Fresh vegetables,1086.38,221.05,11.769820619808492,37.0,0.09925300838920326,-6.503666097370537,0.08603602907347858
MESCULUN / 100G,NGS,Fresh Produce,196.33,45.24,5.689328857635223,41.0,0.017936949444073227,-83.10339362368302,0.01760809751316069
MESTEMACHER ORGANIC FLAX SEED BREAD,Mestemacher,Bread,316.25,63.25,15.148528717949628,17.0,0.028892987631478417,-72.78280565114733,0.02461786400767935
MESTEMACHER ORGANIC SUNFLOWER SEED BREAD,Mestemacher,Bread,316.25,63.25,10.547963491871549,17.0,0.028892987631478417,-72.78280565114733,0.02461786400767935
MESTEMACHER ORGANIC WHOLE RYE BREAD,Mestemacher,Bread,54.625,8.625,4.493406563801239,17.0,0.00499060695452809,-95.29884824883455,0.0033569814555926385
MESTEMACHER ORGANIC WHOLEMEAL RYE BREAD,Mestemacher,Bread,258.75,51.75,8.237961900788537,19.0,0.023639717153027796,-77.73138644184782,0.02014188873355583
MESTEMACHER PUMPERNICKEL,Mestemacher,Bread,287.5,57.5,7.339006992124619,17.0,0.026266352392253108,-75.25709604649758,0.022379876370617592
MILK AND HONEY SOAP,Nefertari,Cosmetics,70.0,18.0,3.7155044446191887,19.0,0.00639528579985293,-93.97564077653854,0.007005874342106376
MILK CHOCOLATE ( ORGANIC ),Vivani,Chocolate,55.5,11.5,3.40032850856955,21.0,0.005070548027026252,-95.22354375854128,0.004475975274123518
MILK THISTLE SEED POWDER,"Starwest Botanicals,Inc.",Herbs,868.0,141.0,6.369334204104038,36.0,0.07930154391817634,-25.297945629077887,0.054879349013166615
MILLET ( ORGANIC ) / 454G,"Eden Foods, Inc.",Grains,845.85,149.25,10.16918798252422,37.0,0.07727789276865145,-27.204225011930333,0.0580903747532987
MINI FRENCH BROWN,NGS,Bread&Bakry,4.5,4.5,0.0,28.0,0.00041112551570483125,-99.61271976420605,0.001751468585526594
MINI PASTA ( GLUTEN FREE ),NGS,Pasta,55.0,11.0,0.0,14.0,0.00502486741417016,-95.26657489585172,0.004281367653509452
MISO - HACHO,Eden,Super foods,789.9,114.9,4.00352254764329,41.0,0.0721662321900547,-32.01940927696846,0.044720831217112365
MISO - SHIRO,Eden,Soy Products,331.2,43.2,0.0,39.0,0.03025883795587558,-71.49617464556519,0.0168140984210553
MIXED BERRIES OAT BISCUITS,Nairn's,Snacks,61.0,12.92,3.059554475200943,23.0,0.005573034768443268,-94.75020124812644,0.005028660916667466
MIXED HERBS,Tropical Heat,Herbs,57.0,15.0,5.952606473827515,19.0,0.0052075898655945295,-95.09445034660996,0.00583822861842198
MIXED NUTS,NGS,Nuts,1055.0,247.96,12.991839902861635,24.0,0.09638609312635488,-9.204300274973699,0.09650981121492762
MIXED SPICES,Tropical Heat,Spices,54.0,12.0,4.892491764529261,23.0,0.004933506188457975,-95.35263717047259,0.004670582894737584
MOLOKHEYA (CHEMICAL FREE),NGS,Chemical free vegetables,551.0,146.0,14.615262899064296,20.0,0.050340035367413785,-52.57968668389621,0.05682542521930727
MOLOKHEYA / 1KG,NGS,Fresh Produce,54.16,12.48,5.336103595483577,40.0,0.0049481239845719244,-95.33886720653324,0.004857406210527088
MORINGA ( CHEMICAL FREE ),NGS,Fresh vegetables,708.75,181.59,15.022789410230653,21.0,0.06475226872351092,-39.00336286245271,0.0706775956546165
MORINGA LEAVES - DRIED ( ORGANIC ),NGS,Herbs,525.0,131.25,2.1569600815111167,19.0,0.04796464349889698,-54.817305824039046,0.05108450041119233
MORINGA POWDER (ORGANIC ),NGS,Herbs,675.0,168.75,10.018365531366879,20.0,0.06166882735572469,-41.907964630907344,0.06568007195724727
MOSQUITO REPELANT OIL / 200ML,NGS,Cosmetics,174.0,42.81,2.8570059437402318,39.0,0.015896853273920142,-85.02516421596724,0.016662304476976333
MOUTH WASH WITH TEA TREE OIL / 354ML,"Tea Tree Therapy, Inc.",Cosmetics,249.5,33.5,4.572100942864288,36.0,0.022794625815190088,-78.52746248209094,0.013038710581142423
MU 16 TEA (MACROBAIOTIC) / 48G,"Eden Foods, Inc.",Herbal Drinks,371.4,47.4,2.1226606315364105,33.0,0.03393155922950541,-68.03647120580591,0.018448802434213457
MUESLI WITH BRANBERRY AND STRAWBERRIES ( ORGANIC ),Alara,Cereal,1158.8,292.8,18.298053453496934,21.0,0.10586938835527966,-0.2710361693265652,0.11396222263159705
"MUESLI WITH FRUITS, NUTS AND SEEDS ( ORGANIC )",Alara,Cereal,1341.0,284.81,9.263396480402463,20.0,0.12251540368003971,15.409510266597414,0.11085239285418427
MUESLI WITH GOJI BERRIES AND CRANBERRIES ( GLUTEN FREE ),Alara,Cereal,1933.0,454.2,7.584001134108398,20.0,0.17660124930165308,66.35837684215718,0.17678156256581756
