Product,Brand,Type,Revenue,Gross Profit,CMGR,Period,%Total Revenue,% Variation from Average,%Total Gross Profit
FLAXSEED MEAL / 453G,Bob's Red Mill,Cereal,447.0,58.2,7.58225047262997,34.0,0.04086815132030442,-61.502201456273234,0.022722636812194455
FLORE TRICOLORE ( FROZEN ),Ardo,Frozen fruits,108.5,21.9,3.355778300702772,21.0,0.0099198980274117,-90.65545605817817,0.008550270553042244
FLOUR & YEAST MIX ( GLUTEN FREE ),Schar,Flour,578.0,120.0,15.128081042107988,21.0,0.0528451710584697,-50.219848862921545,0.0468507975509164
FOREST HONEY ( SPANISH ),El Brezal,Honey,70.0,15.0,0.0,19.0,0.006399934211233355,-93.97126197301819,0.00585634969386455
FRENCH GREEN BEANS,NGS,Fresh vegetables,112.5,22.5,0.0,19.0,0.01028560855376789,-90.31095674235064,0.008784524540796826
FRENCH PARSLEY,NGS,Fresh vegetables,183.75,48.75,9.26192967057926,20.0,0.016799827304487557,-84.17456267917272,0.019033136505059788
FRESH GINGER,Kheir Misr,Fresh vegetables,1421.12,294.67,15.415235708985486,36.0,0.1299296358038278,22.393716927205773,0.11504603761940448
FRESH GINGER ( IMPORTED ),NGS,Fresh vegetables,1325.5,330.7,18.89019190356722,19.0,0.12118732567128303,14.158460782348612,0.1291129895840671
FRESH GINGER / 250G,NGS,Fresh Produce,369.46,85.26,8.782729078909934,40.0,0.03377885276688965,-68.18032069358995,0.0332874916599261
FRESH ROSEMARY / 250G,NGS,Fresh Produce,52.91,12.22,2.990480424641917,40.0,0.004837435987376525,-95.4431352998913,0.004770972883934987
FRUIT & SPICE OAT BISCUITS,Nairn's,Snacks,61.0,12.92,3.5264923841377582,20.0,0.005577085526931923,-94.74638543363012,0.005044269202982
FUSILLI ( GLUTEN FREE ),Schar,Pasta,1159.0,265.5,15.699550080608105,23.0,0.10596462501170655,-0.1813232389724308,0.10365738958140254
GALIA MELON / 1 KG,NGS,Fresh Produce,20.8,4.8,0.0,40.0,0.0019016947370521968,-98.20860355769683,0.001874031902036656
GARLIC ( CHEMICAL FREE ),NGS,Chemical free vegetables,502.25,109.85,18.688965660130762,21.0,0.04591952796559932,-56.74380465640544,0.04288800092473472
GARLIC PASTE,Smith & Jones,Paste,371.0,104.35,7.555316815223212,18.0,0.03391965131953678,-68.04768845699635,0.04074067270365105
GENMAI MISO ( SOYBEAN&BROWNRICE ) - ORGANIC / 345G,"Eden Foods, Inc.",Food supplements,414.5,54.5,4.705759544890675,35.0,0.037896753293660365,-64.30125839737194,0.021278070554374532
GINGER PASTE,Smith & Jones,Paste,410.6,113.17,16.428189394450698,20.0,0.03754018553046308,-64.63714523030379,0.044184206323643414
GINGER SODA,Old Style,Soda,153.0,41.66,12.9062239680648,20.0,0.013988427633124332,-86.82290116959688,0.016265035216426478
GLOYER BISCOTTIS / DEFAULT,NGS,Cookies,25.0,5.0,0.0,20.0,0.002285690789726198,-97.84687927607793,0.001952116564621517
GLUTEN FREE CHOCOLATE CAKE MIX / 453G,Bob's Red Mill,Gluten free baking,618.75,101.25,7.892725642340448,34.0,0.056570847045723405,-46.71026208292855,0.039530360433585716
GLUTEN FREE CINNAMON RAISIN BREAD / 623G,Bob's Red Mill,Gluten free baking,199.0,26.2,4.290378144639551,33.0,0.018194098686220538,-82.86115903758025,0.010229090798616749
GLUTEN FREE CORN FLAKES,Schar,Cereal,170.1,44.1,2.9302236643492074,24.0,0.015551840133297051,-85.35016659443417,0.017217668099961777
GLUTEN FREE PIZZA CRUST / 453G,Bob's Red Mill,Gluten free baking,828.5,133.25,8.67206019296496,36.0,0.07574779277152621,-28.645579209222312,0.052023906447163426
GLUTEN FREE ROLLED OATS / 907G,Bob's Red Mill,Cereal,3158.5,522.25,9.163292911471066,36.0,0.2887741743740079,172.02527226031543,0.20389857517471743
GNOCCHI DI PATATE,NGS,Ricenpasta,25.5,5.2,3.200827973420961,22.0,0.002331404605520722,-97.80381686159949,0.0020302012272063776
"GOAT, SHEEP, AND COW MIXED CHEESE",NGS,cheese,720.0,144.0,6.010141967981575,15.0,0.0658278947441145,-37.99012315104414,0.05622095706109968
GOATS MILK SOAP,Nefertari,Cosmetics,70.0,18.0,4.4273782427413755,16.0,0.006399934211233355,-93.97126197301819,0.00702761963263746
GOJI BERRIES,Alara,Dried fruits,2820.6,615.17,20.839265375336467,20.0,0.25788077766006856,142.9236925557846,0.24017670941164368
GOLDEN FLAXSEED MEAL / 453G,Bob's Red Mill,Grains,2570.09,437.99,11.99720808506195,36.0,0.23497724167069617,121.34856165379584,0.17100150682771562
GOLDEN FLAXSEED MEAL / 453G,Bob's Red Mill,Super foods,834.1,115.9,5.789628038207928,40.0,0.07625978750842487,-28.163280167063764,0.04525006196792676
GOLDEN FLAXSEEDS,Bob's Red Mill,Super foods,481.8,66.0,4.3539919616926825,40.0,0.04404983289960329,-58.5050574085737,0.025767938653004023
GOLDEN FLAXSEEDS / 680G,Bob's Red Mill,Cereal,696.0,91.2,8.00597388923061,36.0,0.06363363158597736,-40.05711904600933,0.03560660613869647
GOLDEN ONIONS,Kheir Misr,Fresh vegetables,667.03,171.55,11.158124999013829,36.0,0.06098497309884264,-42.55215534089024,0.06697711933216424
GOLDEN ONIONS,NGS,Fresh Produce,76.3,16.1,4.985047968167855,40.0,0.0069759282902443565,-93.42867555058982,0.006285815338081285
GOLDEN RAISINS / 250G,NGS,Dried Fruits & Nuts,88.8,22.88,2.546838380515637,39.0,0.008118773685107456,-92.35211518862877,0.008932885399708062
GOLDEN RAISINS / 250G,NGS,Dried fruits,1169.6775,300.5775,13.811804691405616,36.0,0.1069408435479986,0.7382746222146898,0.1173524633405048
GOOSEBERRIES,NGS,Fresh fruits,45.0,11.0,9.353242956045982,18.0,0.0041142434215071565,-96.12438269694026,0.004294656442167337
GOTU KOLA POWDER,"Starwest Botanicals,Inc.",Herbal pharmacy,156.0,21.0,3.492776707986467,32.0,0.014262710527891477,-86.56452668272622,0.008198889571410371
GRANOLA CINNAMON RAISIN / 340G,Bob's Red Mill,Grains & Cereal,637.56,83.16,6.820154282037172,40.0,0.05829060079591339,-45.090254050249584,0.032467602702785064
GRANOLA HONEY ALMOND / 340G,Bob's Red Mill,Grains & Cereal,186.32,24.32,0.0,37.0,0.017034796317671408,-83.95322186875353,0.009495094970319059
GRANOLA HONEY OAT / 340G,Bob's Red Mill,Grains & Cereal,455.4,59.4,4.105638019002988,40.0,0.041636143425652423,-60.77875289303542,0.02319114478770362
GRANOLA NATURAL,Bob's Red Mill,Grains & Cereal,409.86,53.46,1.558831993655918,38.0,0.03747252908308718,-64.70087760373187,0.020872030308933257
GRANOLA WITH FRUITS AND SEEDS ( GLUTEN FREE ),Alara,Cereal,1824.0,459.0,5.3959631344173475,19.0,0.16676400001842343,57.09168801735486,0.17920430063225523
GRAPE FRUIT,Kheir Misr,Fresh fruits,775.3,153.62,10.573172410889997,35.0,0.07088384277098886,-33.2274201097285,0.05997682933143148
GRAPEFRUIT / 1 KG,NGS,Fresh Produce,196.33,45.24,6.913906904720135,40.0,0.01794998690987778,-83.09111233089513,0.017662750676695486
GRAPES (COLORED),Kheir Misr,Fresh vegetables,119.4,19.32,6.716294221642127,36.0,0.010916459211732323,-89.71669542254814,0.007542978405697541
GREEN APPLES ( FRENCH ) -IMPORTED,NGS,Fresh fruits,1757.45,391.28,18.686904875679787,19.0,0.16067949113617228,51.36008065027429,0.1527648338810214
GREEN ASPARAGUS,NGS,Fresh vegetables,367.25,102.25,3.8882812374079867,20.0,0.03357679770107785,-68.37065656558467,0.03992078374651002
GREEN ASPARAGUS (JUMBO),NGS,Fresh vegetables,368.0,80.5,3.7568450318038016,20.0,0.03364536842476964,-68.306062943867,0.03142907669040642
GREEN ASPARAGUS / 500G,NGS,Fresh Produce,877.5,202.5,3.8317832532147156,40.0,0.08022774671938955,-24.425462590335037,0.07906072086717143
GREEN ASPARAGUS / DEFAULT,NGS,Fresh vegetables,1941.0,305.76,5.318973787928005,33.0,0.177461032914342,67.16829300531019,0.11937583215973499
GREEN BEANS,Kheir Misr,Fresh vegetables,1588.95,281.7,11.270143367035978,36.0,0.1452739352134177,36.84804697103949,0.10998224725077625
GREEN BEANS ( CHEMICAL FREE ),NGS,Chemical free vegetables,894.0,188.25,9.913284901124308,20.0,0.08173630264060884,-23.004402912546468,0.0734971886580001
GREEN BEANS ( CHEMICAL FREE ),NGS,Fresh vegetables,362.0,78.16,10.981195361001394,19.0,0.03309680263523535,-68.8228119176083,0.03051548613816355
GREEN BEANS (FRENCH),NGS,Fresh vegetables,760.0,160.0,4.868500816052723,18.0,0.06948500000767642,-34.54512999276881,0.06246773006788854
GREEN BEANS / 500G,NGS,Fresh Produce,87.84,20.34,2.7845955651691012,40.0,0.00803100315878197,-92.43479502442739,0.00794121018488033
GREEN CABBAGE,Kheir Misr,Fresh vegetables,208.94,44.51,8.285109414620461,36.0,0.019102889344215675,-82.00507823774883,0.017377741658260743
GREEN CHILI PEPPER,Kheir Misr,Fresh vegetables,82.0,13.12,8.646860449904947,35.0,0.00749706579030193,-92.93776402553559,0.00512235386556686
GREEN CURLY LETTUCE,NGS,Fresh vegetables,70.0,20.0,14.504756993828183,17.0,0.006399934211233355,-93.97126197301819,0.007808466258486068
GREEN GRAPES,NGS,Fresh vegetables,1421.64,236.96,13.20876144563492,33.0,0.1299771781722541,22.438501838263367,0.09251470823054292
GREEN ICE BERG LETTUCE,NGS,Fresh vegetables,101.25,21.87,7.345048470432625,31.0,0.009257047698391103,-91.27986106811558,0.008538557853654514
GREEN ICEBERG LETTUCE,NGS,Fresh vegetables,849.5,179.1,21.19358291511142,21.0,0.0776677730348962,-26.836957801127767,0.06992481534474274
GREEN KALE ( AQUAPONIC ),Bustan,Aquaponic vegetables,39.0,9.0,0.0,19.0,0.003565677631972869,-96.64113167068156,0.00351380981631873
GREEN ONION ( CHEMICAL FREE ),NGS,Fresh vegetables,304.5,93.42,9.679193801486186,21.0,0.027839713818865092,-73.77498958262909,0.03647334589338842
GREEN ONIONS ( CHEMICAL FREE ),NGS,Fresh vegetables,18.0,4.56,9.682497969462588,15.0,0.0016456973686028626,-98.4497530787761,0.0017803303069348232
GREEN SPLIT PEAS / 793G,Bob's Red Mill,Grains,219.0,30.0,5.75897342418854,32.0,0.020022651318001496,-81.1386624584426,0.0117126993877291
GREEN TEA & CUCUMBER FACIAL MILK,Healing Herbs,Cosmetics,140.0,28.0,0.0,12.0,0.01279986842246671,-87.94252394603636,0.010931852761880493
GREEN TEA & LEMON GRASS BODY SCRUB,Healing Herbs,Cosmetics,130.0,24.0,4.4273782427413755,16.0,0.01188559210657623,-88.8037722356052,0.00937015951018328
GREEN TEA / 300G,NGS,Tea,458.5,83.1,8.154190751449232,35.0,0.041919569083578474,-60.51176592326908,0.03244417730400961
GREEN TEA BLUEBERRY JUICE,Berry company,Juices,124.0,32.0,6.824169081440212,21.0,0.011337026317041943,-89.3205212093465,0.012493546013577708
GUAVA,Kheir Misr,Fresh fruits,271.6,56.11,8.35052655458739,35.0,0.02483174473958542,-76.60849645531054,0.02190665208818266
GUILTLESS OATMEAL COOKIE MIX,Signature,Baking mix,204.75,4.75,10.628602546021227,15.0,0.01871980756785756,-82.36594127107817,0.001854510736390441
HACHO MISO (SOYBEAN) - ORGANIC / 345G,"Eden Foods, Inc.",Food supplements,608.3,72.8,5.890213685021228,34.0,0.055615428295617844,-47.610266545527985,0.028422817180889286
HAIR CONDITIONER,Nefertari,Cosmetics,263.0,60.0,11.185846754017437,18.0,0.024045467107919605,-77.34916998433974,0.0234253987754582
HAIR SAHMPOO,Nefertari,Cosmetics,117.0,30.0,2.2781461820273075,18.0,0.010697032895918607,-89.92339501204468,0.0117126993877291
HALF SHELL MUSSELS,sea world,Frozen,67.5,13.5,0.0,20.0,0.006171365132260735,-94.1865740454104,0.005270714724478096
HAMBURGER (CHEMICAL FREE) - FROZEN,NGS,Chemical free beef,5488.0,1882.4,13.211600987343264,18.0,0.501754842160695,372.65306131537466,0.7349328442487086
HAMBURGER / 1KG,Kheir Misr,Fresh Beef & Poultry,567.2,136.56,1.527755200767822,39.0,0.05185775263730799,-51.14999701565587,0.05331620761294287
HAMBURGER / 1KG,NGS,Fresh Beef & Poultry,2499.0,574.0,10.380098939316508,36.0,0.22847765134103076,115.22594756325098,0.22410298161855013
HERBAL FILTER,NGS,Accessories,75.0,31.25,2.8155464661566043,33.0,0.0068570723691785945,-93.54063782823377,0.01220072852888448
HERBAL TEA POT,NGS,Accessories,327.0,48.6,5.3497156195328355,31.0,0.029896835529618672,-71.83718093109921,0.018974573008121144
HIGH GRADE BEE POLLEN DUST / 300G,NGS,Super foods,522.0,88.5,2.7845955651691012,40.0,0.047725223689483016,-55.042839284507,0.03455246319380085
HOMEMADE BREAD MIX ( GLUTEN FREE ) / 453G,Bob's Red Mill,Flour,3401.65,595.35,12.20256926440304,36.0,0.31100480299488487,192.96652442118156,0.232438519349484
HONEY ALMOND GRANOLA / 340G,Bob's Red Mill,Cereal,420.75,56.25,6.479026454401549,35.0,0.03846817599109192,-63.76297821639142,0.021961311351992065
HONEY BISCUITS ( GLUTEN FREE ),Schar,Cookies,912.3,166.7,11.26693573151969,19.0,0.08340942829868842,-21.42831854263551,0.06508356626448138
HONEY MOON MIX,NGS,Nuts,1618.5,489.36,12.291296156331665,23.0,0.14797562172687406,39.39303566671538,0.19105755241263708
HONEY NUT BROWN RICE CAKES / 269G,Lundberg Family Farms,Snacks,402.0,56.4,5.252614560125846,35.0,0.03675390789879727,-65.37781875933298,0.02201987484893071
HONEY OAT GRANOLA / 340G,Bob's Red Mill,Cereal,1763.0,302.75,6.620399601283133,35.0,0.1611869144914915,51.838073450984986,0.11820065798783284
HONEY SPOON,NGS,Accessories,27.0,13.5,3.931941169101316,39.0,0.002468546052904294,-97.67462961816416,0.005270714724478096
HONEY SPOON,NGS,Honey,231.0,121.5,10.993840320883841,35.0,0.02111978289707007,-80.10516451096,0.04743643252030286
HORNY GOAT POWDER,"Starwest Botanicals,Inc.",Herbs,42.0,6.0,0.0,24.0,0.003839960526740013,-96.38275718381091,0.00234253987754582
HOT DOG,NGS,Bread&Bakry,2.5,2.5,0.0,27.0,0.0002285690789726198,-99.78468792760779,0.0009760582823107585
HULL LESS BARLEY / 737G,Bob's Red Mill,Grains,344.5,52.0,7.835818672226802,34.0,0.03149681908242701,-70.32999642435375,0.020302012272063776
HURGHADA DELIVERY FEE,Freight,General,595.0,595.0,7.339909065971484,40.0,0.05439944079548351,-48.755726770654526,0.2323018711899605
HUROM SLOW JUICER,Hurom,Accessories,8550.0,1557.0,3.436608313191658,12.0,0.7817062500863597,636.3672875813509,0.6078890982231403
ICE BERG LETTUCE - CHEMICAL FREE / PER PIECE,Kheir Misr,Chemical free produce,10.4,2.4,0.0,38.0,0.0009508473685260984,-99.10430177884841,0.000937015951018328
INSTANT WAKAME FLAKES (FOR MISO SOUP) / 30G,"Eden Foods, Inc.",Japanese cuisine,331.6,43.6,4.0403283221836395,35.0,0.03031740263492829,-71.44100671789755,0.017022456443499628
ITALIAN BASIL,Kheir Misr,Fresh vegetables,465.099741,73.869741,13.750603812630068,36.0,0.04252296777230961,-59.943364358484345,0.028840469006080244
ITALIAN BASIL,NGS,Fresh vegetables,1289.0,357.0,23.24469517047325,21.0,0.11785021711828278,11.014904525422379,0.1393811227139763
ITALIAN BASIL / 250G,NGS,Fresh Produce,195.12,45.0,6.409286499841582,40.0,0.017839359475655032,-83.19532337393296,0.017569049081593652
JOJOBA OIL,Nefertari,Cosmetics,371.0,52.97,11.416597372887338,18.0,0.03391965131953678,-68.04768845699635,0.02068072288560035
KAKA,Kheir Misr,Fresh vegetables,54.0,9.0,5.252614560125846,35.0,0.004937092105808588,-95.34925923632831,0.00351380981631873
KALE / DEFAULT,NGS,Fresh vegetables,9203.0,2063.0,19.464812474258952,20.0,0.841408493514008,692.6068008901956,0.8054432945628378
KAVA KAVA ROOT POWDER,"Starwest Botanicals,Inc.",Herbal pharmacy,235.0,32.5,5.1581198495976865,32.0,0.02148549342342626,-79.76066519513246,0.012688757670039859
KELP POWDER,"Starwest Botanicals,Inc.",Herbal pharmacy,224.0,35.0,5.717201531604577,35.0,0.020479789475946735,-80.70803831365818,0.013664815952350617
KIWI,Kheir Misr,Fresh fruits,2042.31,416.12,15.76611381336923,36.0,0.18672356627062847,75.89359942693203,0.1624629489740611
KIWI,NGS,Fresh Produce,179.82,34.02,5.6467308549537965,40.0,0.016440516712342597,-84.51303325697327,0.013282201105684802
KIWI,NGS,Fresh fruits,1426.0,509.7,17.74546439673539,19.0,0.13037580264598234,22.814006092515367,0.19899876259751742
KOFTA / 1KG,Kheir Misr,Fresh Beef & Poultry,2213.4,556.14,8.964252105210878,40.0,0.20236591975919868,90.62869641316517,0.21713002124972208
LARGE EUROPEAN LEMON / 500G,NGS,Fresh Produce,8.14,1.88,0.0,40.0,0.0007442209211348501,-99.29894389229096,0.0007339958282976903
LEEK ( CHEMICAL FREE ),NGS,Chemical free vegetables,41.0,13.0,13.260681770014004,21.0,0.003748532895150965,-96.46888201276779,0.005075503068015944
LEEKS / 500G,NGS,Fresh Produce,27.1,6.25,0.0,40.0,0.002477688816063199,-97.66601713526846,0.002440145705776896
LEMON,NGS,Fresh vegetables,752.0,125.15,8.8717858426701,33.0,0.06875357895496403,-35.234128624423874,0.04886147761247656
LEMON GRASS,Kheir Misr,Fresh vegetables,428.3,92.88,7.334011516010586,35.0,0.03915845460958923,-63.11273575776695,0.0362625173044093
LEMON GRASS,NGS,Fresh vegetables,133.25,40.25,11.928534955488379,21.0,0.012182731909240636,-88.52386654149532,0.01571453834520321
LEMON LIME,Old Style,Soda,68.1,17.4,8.890546128753485,19.0,0.006226221711214163,-94.13489914803625,0.006793365644882878
LEMON SKY TEA,Ronnefeldt,Herbal Drinks,37.5,-2.5,0.0,21.0,0.0034285361845892972,-96.77031891411688,-0.0009760582823107585
LEMONGRASS / 500G,NGS,Fresh Produce,170.66,39.34,6.820154282037172,40.0,0.015603039606986918,-85.30193669021833,0.015359253130442096
LENTILS / 765G,Bob's Red Mill,Grains,328.5,45.0,4.391037691424016,35.0,0.030033976977002243,-71.70799368766389,0.017569049081593652
LIME,Kheir Misr,Fresh fruits,627.35,120.65,13.48203208744736,35.0,0.05735712467738922,-45.96958855389935,0.0471045727043172
LIME ( CHEMICAL FREE ),NGS,Chemical free vegetables,1458.75,312.22,12.893661271340573,20.0,0.13337005758052367,25.634594240853293,0.12189796676122601
LIME ( CHEMICAL FREE ),NGS,Fresh vegetables,624.45,103.68,9.715614654058037,19.0,0.05709198454578098,-46.219350557874314,0.040479089083991775
LINGOBERRIES ( FROZEN ) ( CRANBERRY ),Ardo,Frozen fruits,990.0,202.06,10.440916998723736,21.0,0.09051335527315744,-14.736419332685685,0.07888893460948473
LIQUID SOAP WITH TEA TREE OIL / 226G,"Tea Tree Therapy, Inc.",Cosmetics,810.0,190.0,6.862390439279609,23.0,0.07405638158712882,-30.238888544924652,0.07418042945561763
LOLLA BIONDA,NGS,Fresh vegetables,19.0,4.0,0.0,19.0,0.0017371250001919107,-98.36362824981923,0.0015616932516972135
LOLLA ROSSA,Kheir Misr,Fresh vegetables,1581.29,295.34,14.100056619244405,36.0,0.1445735995554456,36.18833078122975,0.11530762123906374
LOLLA ROSSA,NGS,Fresh vegetables,1141.3,336.3,23.981434611886776,21.0,0.1043463559325804,-1.7057327115092664,0.13129936013644322
LOLLA ROSSA / 500G,NGS,Fresh Produce,195.36,45.12,3.9994472201038134,40.0,0.017861302107236403,-83.17465341498331,0.017615899879144567
LOLLO BIONDA,Kheir Misr,Fresh vegetables,1062.92797,193.79797,7.587276751151717,35.0,0.09718098684685458,-8.45551039026298,0.07566324548540475
LOLLO BIONDA / 500G,NGS,Fresh Produce,81.4,18.8,4.105638019002988,40.0,0.007442209211348502,-92.9894389229097,0.007339958282976903
LOW FAT RICE MILK / 946ML,Pacific Natural Foods,Milk,4201.4,736.2,14.519085369202479,36.0,0.3841240513582259,261.8448563794488,0.2874296429748721
LOW SODIUM SALT,Tropical Heat,Spices,442.0,167.0,13.071019433519693,21.0,0.040411013162359184,-61.93282560105765,0.06520069325835866
MACA ROOT POWDER,"Starwest Botanicals,Inc.",Herbs,294.0,42.0,6.269665543487313,32.0,0.02687972368718009,-74.67930028667635,0.016397779142820743
MALT GRAIN MINI FRENCH,NGS,Bread&Bakry,6.0,6.0,0.0,27.0,0.0005485657895342875,-99.4832510262587,0.00234253987754582
MANDERINE,Kheir Misr,Fresh vegetables,143.75,28.75,7.2678861997543365,36.0,0.013142722040925639,-87.61955583744805,0.011224670246573722
MANGO (HINDI SENARA),NGS,Fresh Produce,150.0,60.0,1.0450773046505324,39.0,0.013714144738357189,-87.08127565646753,0.0234253987754582
MANGO ALFONSE ( CHEMICAL FREE ),NGS,Fresh fruits,348.0,80.0,16.80160965591895,16.0,0.03181681579298868,-70.02855952300466,0.03123386503394427
MANGO SEDEEK ( CHEMICAL FREE ),NGS,Fresh fruits,75.0,15.0,7.107548307291456,16.0,0.0068570723691785945,-93.54063782823377,0.00585634969386455
MANGO ZEBDEYA ( CHEMICAL FREE ),NGS,Fresh fruits,152.0,32.0,13.878863475669156,16.0,0.013897000001535285,-86.90902599855376,0.012493546013577708
MARBLE CAKE ( GLUTEN FREE ),NGS,Crackers,352.0,44.0,13.173652322815087,15.0,0.03218252631934487,-69.68406020717714,0.017178625768669346
MARJORAM,Kheir Misr,Fresh vegetables,103.81,33.81,5.661758065724243,34.0,0.009491102435259064,-91.05938150598597,0.013200212209970696
MARJORAM,NGS,Fresh vegetables,34.25,7.25,0.45938790837565247,20.0,0.0031313963819248913,-97.05022460822676,0.0028305690187011992
MARJORAM ( CHEMICAL FREE ),NGS,Herbs,39.0,9.0,7.598962472534576,15.0,0.003565677631972869,-96.64113167068156,0.00351380981631873
MARJORAM / 250G,NGS,Fresh Produce,20.35,4.7,4.105638019002988,40.0,0.0018605523028371255,-98.24735973072742,0.0018349895707442257
MARSHMALLOW ROOT POWDER,"Starwest Botanicals,Inc.",Herbs,117.0,17.1,3.492776707986467,32.0,0.010697032895918607,-89.92339501204468,0.006676238651005588
MEAT TENDERISER,Tropical Heat,Spices,103.5,27.0,11.537497074890911,19.0,0.00946275986946646,-91.08608020296259,0.010541429448956191
MEDJOUL DATES,NGS,Dried fruits,1213.2,338.7,16.966547828032642,23.0,0.11092000264383295,4.48664249049064,0.13223637608746155
MELON,Kheir Misr,Fresh fruits,2523.26,420.06,14.008785429982362,36.0,0.23069568568338109,117.315335913745,0.16400121682698288
MELON,NGS,Fresh fruits,571.75,128.75,26.831664610756413,19.0,0.05227374836103815,-50.75812904390206,0.050267001539004055
MESCLUN,NGS,Fresh vegetables,1124.55,309.55,21.52499031497164,21.0,0.10281494310346384,-3.1483235965370593,0.1208555365157181
MESCLUN (A MIX OF SALAD GREENS),Kheir Misr,Fresh vegetables,1086.38,221.05,12.115821292356443,36.0,0.0993251504057099,-6.435708317821276,0.08630307332191726
MESCULUN / 100G,NGS,Fresh Produce,196.33,45.24,5.835634688991687,40.0,0.01794998690987778,-83.09111233089513,0.017662750676695486
MESTEMACHER ORGANIC FLAX SEED BREAD,Mestemacher,Bread,316.25,63.25,16.16814187717481,16.0,0.028913988490036405,-72.76302284238571,0.02469427454246219
MESTEMACHER ORGANIC SUNFLOWER SEED BREAD,Mestemacher,Bread,316.25,63.25,11.242993774239963,16.0,0.028913988490036405,-72.76302284238571,0.02469427454246219
MESTEMACHER ORGANIC WHOLE RYE BREAD,Mestemacher,Bread,54.625,8.625,4.7808562784845465,16.0,0.004994234375551743,-95.29543121823026,0.0033674010739721165
MESTEMACHER ORGANIC WHOLEMEAL RYE BREAD,Mestemacher,Bread,258.75,51.75,8.715028513505295,18.0,0.02365689967366615,-77.7152005074065,0.020204406443832697
MESTEMACHER PUMPERNICKEL,Mestemacher,Bread,287.5,57.5,7.815182304088397,16.0,0.026285444081851277,-75.2391116748961,0.022449340493147445
MILK AND HONEY SOAP,Nefertari,Cosmetics,70.0,18.0,3.9259226031843397,18.0,0.006399934211233355,-93.97126197301819,0.00702761963263746
MILK CHOCOLATE ( ORGANIC ),Vivani,Chocolate,55.5,11.5,3.5733478706009514,20.0,0.00507423355319216,-95.22007199289298,0.004489868098629488
MILK THISTLE SEED POWDER,"Starwest Botanicals,Inc.",Herbs,868.0,141.0,6.557157030067007,35.0,0.0793591842192936,-25.24364846542543,0.055049687122326774
MILLET ( ORGANIC ) / 454G,"Eden Foods, Inc.",Grains,845.85,149.25,10.465963750066365,36.0,0.0773340621795962,-27.151313426820387,0.05827067945395228
MINI FRENCH BROWN,NGS,Bread&Bakry,4.5,4.5,0.0,27.0,0.00041142434215071566,-99.61243826969402,0.001756904908159365
MINI PASTA ( GLUTEN FREE ),NGS,Pasta,55.0,11.0,0.0,13.0,0.0050285197373976355,-95.26313440737142,0.004294656442167337
MISO - HACHO,Eden,Super foods,789.9,114.9,4.105638019002988,40.0,0.07221868619218895,-31.969997606958003,0.044859638655002455
MISO - SHIRO,Eden,Soy Products,331.2,43.2,0.0,38.0,0.030280831582292674,-71.47545664948031,0.016866287118329906
MIXED BERRIES OAT BISCUITS,Nairn's,Snacks,61.0,12.92,3.200827973420961,22.0,0.005577085526931923,-94.74638543363012,0.005044269202982
MIXED HERBS,Tropical Heat,Herbs,57.0,15.0,6.293507041105428,18.0,0.005211375000575732,-95.09088474945766,0.00585634969386455
MIXED NUTS,NGS,Nuts,1055.0,247.96,13.593498502185831,23.0,0.09645615132644556,-9.138305450488279,0.09680936467271026
MIXED SPICES,Tropical Heat,Spices,54.0,12.0,5.120478661223138,22.0,0.004937092105808588,-95.34925923632831,0.00468507975509164
MOLOKHEYA (CHEMICAL FREE),NGS,Chemical free vegetables,551.0,146.0,15.44110597897037,19.0,0.050376625005565404,-52.545219244757384,0.057001803686948294
MOLOKHEYA / 1KG,NGS,Fresh Produce,54.16,12.48,5.476607648164666,39.0,0.004951720526862835,-95.33547926369519,0.004872482945295306
MORINGA ( CHEMICAL FREE ),NGS,Fresh vegetables,708.75,181.59,15.830542450200703,20.0,0.06479933388873772,-38.95902747680907,0.07089696939392424
MORINGA LEAVES - DRIED ( ORGANIC ),NGS,Herbs,525.0,131.25,2.2781461820273075,18.0,0.04799950658425016,-54.784464797636346,0.051243059821314815
MORINGA POWDER (ORGANIC ),NGS,Herbs,675.0,168.75,10.572611532029752,19.0,0.06171365132260735,-41.86574045410388,0.06588393405597619
MOSQUITO REPELANT OIL / 200ML,NGS,Cosmetics,174.0,42.81,2.933282505624746,38.0,0.01590840789649434,-85.01427976150234,0.016714022026289427
MOUTH WASH WITH TEA TREE OIL / 354ML,"Tea Tree Therapy, Inc.",Cosmetics,249.5,33.5,4.705759544890675,35.0,0.022811194081467458,-78.51185517525765,0.013079180982964162
MU 16 TEA (MACROBAIOTIC) / 48G,"Eden Foods, Inc.",Herbal Drinks,371.4,47.4,2.1897148654116627,32.0,0.0339562223721724,-68.0132385254136,0.018506065032611978
MUESLI WITH BRANBERRY AND STRAWBERRIES ( ORGANIC ),Alara,Cereal,1158.8,292.8,19.296163844695123,20.0,0.10594633948538873,-0.19854820476381135,0.11431594602423602
"MUESLI WITH FRUITS, NUTS AND SEEDS ( ORGANIC )",Alara,Cereal,1341.0,284.81,9.774048287190595,19.0,0.12260445396091327,15.4933956311803,0.11119646375397084
MUESLI WITH GOJI BERRIES AND CRANBERRIES ( GLUTEN FREE ),Alara,Cereal,1933.0,454.2,7.998723704506983,19.0,0.17672961186162964,66.47929437365512,0.1773302687302186
