Product,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Itemcount,Revenue
AMERICAN GREEN APPLE,0.0,0.0,0.0,2.0,3.0,7.0,7.0,13.0,0.0,7.0,2.0,5.0,15.0,14.0,14.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,2537.8599548339844
FLAX SEEDS ( EGYPTIAN ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,4.0,6.0,5.0,4.0,0.0,4.0,2.0,4.0,0.0,7.0,2.0,8.0,3.0,3.0,6.0,8.0,15.0,8.0,5.0,21.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,2514.5
PROBIOTICS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2500.0
WHOLE BEEF FILLET + MICE (WHOLE SALE),0.0,27.94499969482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.94499969482422,2487.10498046875
PREMIUM NORWEGIAN SALMON STEAK,0.0,0.0,0.0,11.0,13.0,20.0,21.0,0.0,5.0,14.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,2468.0699462890625
RED QUINOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2434.0
LIME(CHEMICAL FREE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,28.0,10.0,23.0,27.0,30.0,26.0,9.0,2.0,0.0,0.0,0.0,25.0,8.0,0.0,228.0,2420.200012207031
CAIRO DELIVERY FEE,0.0,0.0,0.0,63.0,42.0,61.0,68.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,2420.0
SOY LECITIHIN GRANULES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2400.10009765625
TOMATOES,0.0,0.0,0.0,18.0,17.0,21.0,21.0,39.0,10.0,35.0,69.0,74.0,49.0,60.0,55.0,19.0,23.0,63.0,28.0,21.0,21.0,28.0,42.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,2378.9947509765625
BEDOUIN LAMB LEG ( CHEMICAL FREE ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,2375.0
BEEF LIVER,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2368.7999572753906
PSYLLIUM SEEDS,1.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,0.0,4.0,1.0,2.0,5.0,9.0,3.0,3.0,0.0,4.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,76.0,2361.800048828125
COOKIES WITH WHEAT GERM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,4.0,14.0,18.0,35.0,15.0,3.0,0.0,0.0,0.0,32.0,2.0,1.0,134.0,2357.299987792969
ORGANIC BROWN RICE ELBOW PASTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,7.0,2.0,6.0,4.0,0.0,0.0,4.0,1.0,2.0,5.0,0.0,2.0,3.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2346.14990234375
COLORED BELL PEPPER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,24.0,20.0,28.0,20.0,7.0,11.0,21.0,9.0,12.0,10.0,13.0,13.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,2336.320068359375
BUCKWHEAT ( HULLED ) - ORGANIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,2.0,0.0,0.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,7.0,11.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2287.0
SPANISH EXTRA VIRGIN OLIVE OIL ( ORGANIC ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2278.199951171875
BEEF SHANKS (MOWAZ),0.0,0.0,0.0,11.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2278.140014648437
SPANISH EXTRA VIRGIN OLIVE OIL ( ORGANIC ) 473G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,1.0,28.0,2278.0
BANANAS (CHEMICAL FREE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,20.0,8.0,0.0,0.0,0.0,80.0,2.0,0.0,144.0,2276.0
SPIRULINA POWDER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2212.0
CUCUMBER,0.0,0.0,0.0,18.0,11.0,16.0,13.0,27.0,8.0,31.0,52.0,66.0,58.0,78.0,50.0,14.0,16.0,43.0,25.0,22.0,31.0,18.0,21.0,19.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,2203.761694431305
TURKEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2188.7999877929688
KALE (CHEMICAL FREE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,2.0,0.0,0.0,1.0,41.0,29.0,17.0,130.0,2180.9500122070312
RED GRAPES (IMPORTED),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,4.0,5.0,7.0,12.0,6.0,0.0,0.0,4.0,42.0,2.0,0.0,92.0,2155.0
NUTRITIONAL YEAST (GLUTEN FREE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,2.0,21.0,2142.0
MUESLI WITH SEEDS AND NUTS - MADE FROM SCOTTISH OATS ( GLUTEN FREE ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,4.0,2.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2125.199951171875
TOFU,0.0,0.0,0.0,0.0,5.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,4.0,0.0,0.0,0.0,2.0,7.0,0.0,57.0,2124.0
DRIED FRUIT MIX ( CHEMICAL FREE ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,6.0,9.0,18.0,10.0,6.0,3.0,0.0,0.0,0.0,20.0,7.0,0.0,90.0,2098.7000122070312
TOAST ( GLUTEN FREE ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,4.0,7.0,5.0,8.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,84.0,2075.0
DRIED APRICOTS,0.0,0.0,0.0,3.0,2.0,3.0,8.0,3.0,0.0,9.0,13.0,3.0,11.0,11.0,11.0,4.0,0.0,0.0,4.0,11.0,6.0,4.0,2.0,4.0,0.0,0.0,5.0,1.0,3.0,4.0,7.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,2067.699951171875
PANCAKE MIX ( GLUTEN FREE ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,4.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2050.0
RAW WALNUT (SHELLED) 250G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,8.0,5.0,40.0,2045.550048828125
EXTRA VIRGIN SESAME OIL ( ORGANIC ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2044.800048828125
BEEF LIVER ( CHEMICAL FREE ) - FROZEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0,13.0,0.0,34.0,2039.199951171875
BROCCOLI (CHEMICAL FREE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,43.0,53.0,14.0,0.0,0.0,4.0,64.0,24.0,16.0,241.0,2035.7587890625
PINK GRAPE FRUIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,15.0,18.0,26.0,12.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,14.0,7.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,52.0,20.0,0.0,248.0,2028.1699447631838
PIGEON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,4.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2018.4000244140625
WHEAT GERM MIRACLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,41.0,2015.9416198730469
BEDOUIN LAMB BEIT KALAWI ( CHEMICAL FREE ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,33.0,2003.5
QUINOA ( WHITE ) - ORGANIC 454G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,6.0,21.0,1993.5
ITALIAN BASIL,0.0,0.0,0.0,8.0,3.0,18.0,8.0,7.0,1.0,18.0,4.0,0.0,0.0,0.0,0.0,2.0,9.0,13.0,9.0,14.0,5.0,9.0,8.0,4.0,10.0,12.0,29.0,15.0,34.0,24.0,23.0,22.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,1992.5797271728518
DRIED BLUEBERRIES 250G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,3.0,31.0,1961.5999755859373
SPINACH,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,4.0,25.0,33.0,39.0,27.0,43.0,13.0,0.0,0.0,0.0,0.0,2.0,33.0,31.0,28.0,16.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,1955.0500030517576
EL KATAMEYA / FIFTH SETTLEMENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,13.0,10.0,11.0,7.0,6.0,2.0,4.0,8.0,9.0,9.0,13.0,12.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,1950.0
MUESLI WITH GOJI BERRIES AND CRANBERRIES ( GLUTEN FREE ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,1.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1933.0
BROCCOLI,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,13.0,26.0,18.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,48.0,15.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,1930.639986038208
CHOCOLATE CHIP COOKIE MIX ( GLUTEN FREE ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,32.0,1912.199951171875
BLACKBERRIES ( FROZEN ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,6.0,10.0,3.0,3.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,48.0,1908.0
BREADSTICKS ( GLUTEN FREE ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,7.0,2.0,6.0,4.0,6.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,45.0,1907.0
GOLDEN FLAXSEEDS,0.0,5.0,0.0,2.0,2.0,0.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1905.4900360107424
PINEAPPLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,6.0,2.0,7.0,6.0,0.0,3.0,5.0,4.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1897.18994140625
POTATOES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,26.0,29.0,22.0,18.0,18.0,19.0,15.0,17.0,11.0,11.0,19.0,13.0,18.0,16.0,21.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,1877.949951171875
OSSO BUCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1872.0
FRESH GINGER,0.0,0.0,0.0,5.0,1.0,11.0,11.0,6.0,1.0,18.0,7.0,6.0,7.0,10.0,10.0,3.0,4.0,9.0,8.0,8.0,7.0,15.0,1.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,1854.2799987792969
STRAWBERRIES,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,21.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,98.0,1839.5000095367432
COLORED FRENCH LETTUCE,0.0,0.0,0.0,11.0,10.0,10.0,18.0,19.0,4.0,17.0,20.0,19.0,8.0,17.0,21.0,2.0,7.0,7.0,7.0,7.0,3.0,5.0,5.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,1838.7300415039065
PEANUT BUTTER (HOME-MADE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,23.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1820.0
NATURAL NO FAT GRANOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,1.0,1.0,2.0,4.0,0.0,1.0,6.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1778.25
HONEY OAT GRANOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1763.0
CHICKEN THIGH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,17.0,65.0,1745.550048828125
RAW PERUVIAN CACAO ( ORGANIC ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,1700.0
GREEN BEANS,0.0,0.0,0.0,2.0,6.0,1.0,6.0,5.0,5.0,7.0,10.0,37.0,15.0,23.0,18.0,14.0,10.0,31.0,10.0,15.0,8.0,9.0,23.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,1686.549949645996
FUSILLI ( GLUTEN FREE ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,10.0,1.0,4.0,1.0,6.0,7.0,4.0,1.0,6.0,1.0,0.0,0.0,0.0,4.0,17.0,0.0,69.0,1684.0
